HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.109676
 HL = 1.000 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = 0.098395
 HL = 15.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 2.323876
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 1.362695
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 0.689328
 HL = 10.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 0.200478
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.548702
 HL = 10.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 1.211330
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.088092
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 0.252144
 HL = 15.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.535240
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 1.868687
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 0.364091
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.028876
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.105347
 HL = 7.000 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = 1.477589
 HL = 10.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = 0.638684
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 1.665823
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 0.422803
 HL = 10.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 0.750827
 HL = 7.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.895280
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.438625
 HL = 7.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 0.460547
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.130426
 HL = 10.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = 0.017376
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.005 | alpha = 1.23 | Tmax = 0.107907
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.17 | Tmax = 0.324517
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.08 | Tmax = 0.244404
 HL = 0.200 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = 0.215231
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.44 | Tmax = 0.102406
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.20 | Tmax = 0.155865
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.27 | Tmax = 0.436058
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.22 | Tmax = 0.351468
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.01 | Tmax = 0.541454
 HL = 0.500 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = 0.142075
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.19 | Tmax = 0.193667
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.199725
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.005 | alpha = 1.22 | Tmax = 0.214458
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.17 | Tmax = 0.260480
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.070 | alpha = 1.18 | Tmax = 0.171415
 HL = 0.500 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = 0.129100
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.005 | alpha = 1.23 | Tmax = 0.081663
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = 0.306482
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.25 | Tmax = 1.080354
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.20 | Tmax = 0.149415
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.15 | Tmax = 0.489277
 HL = 2.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.12 | Tmax = 0.505916
 HL = 0.500 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.21 | Tmax = 0.125078
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = 1.669920
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.007 | alpha = 1.12 | Tmax = 0.171858
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.070 | alpha = 1.05 | Tmax = 0.172703
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 0.701846
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.00 | Tmax = 0.181881
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.01 | Tmax = 0.553231
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.17 | Tmax = 0.122924
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.003 | alpha = 1.08 | Tmax = 0.306116
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.005 | alpha = 1.02 | Tmax = 0.079286
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.010 | alpha = 1.11 | Tmax = 0.179241
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.911843
 HL = 7.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.47 | Tmax = 1.258621
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.32 | Tmax = 0.121679
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.27 | Tmax = 0.120852
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.100 | alpha = 1.23 | Tmax = 0.079378
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.02 | Tmax = 0.519894
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.33 | Tmax = 0.476889
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.030 | alpha = 1.24 | Tmax = 0.088354
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.050 | alpha = 1.29 | Tmax = 0.174192
 HL = 0.500 | t1//t0 = 12.000 | l1//l0 = 0.100 | alpha = 1.01 | Tmax = 0.171854
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.005 | alpha = 1.15 | Tmax = 0.162553
 HL = 15.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = 3.223183
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.001 | alpha = 1.26 | Tmax = 0.290815
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 0.064218
 HL = 0.200 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.319640
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.16 | Tmax = 0.123450
 HL = 0.200 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.157659
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.32 | Tmax = 0.148851
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.002 | alpha = 1.17 | Tmax = 0.080346
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.23 | Tmax = 0.136249
 HL = 7.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.47 | Tmax = 1.391683
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.41 | Tmax = 0.113475
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.11 | Tmax = 0.285499
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.01 | Tmax = 0.129783
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 0.500 | alpha = 1.26 | Tmax = 0.175386
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.002 | alpha = 1.12 | Tmax = 0.080752
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.52 | Tmax = 0.784014
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.010 | alpha = 1.15 | Tmax = 0.127612
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.27 | Tmax = 0.191013
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 0.079093
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.030 | alpha = 1.09 | Tmax = 0.131277
 HL = 7.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 1.779177
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.134386
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 0.300 | alpha = 1.10 | Tmax = 0.159670
 HL = 2.000 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.37 | Tmax = 0.443060
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.34 | Tmax = 0.087168
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.002 | alpha = 1.38 | Tmax = 0.092732
 HL = 0.500 | t1//t0 = 210.000 | l1//l0 = 1.000 | alpha = 1.33 | Tmax = 0.146465
 HL = 0.500 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.122573
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.007 | alpha = 1.35 | Tmax = 0.083079
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.007 | alpha = 1.22 | Tmax = 0.097095
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.227845
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = 0.136901
 HL = 0.200 | t1//t0 = 60.000 | l1//l0 = 0.500 | alpha = 1.31 | Tmax = 0.222009
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.12 | Tmax = 0.492330
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.005 | alpha = 1.09 | Tmax = 0.078666
 HL = 0.500 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.11 | Tmax = 0.175333
 HL = 1.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.29 | Tmax = 0.130664
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.003 | alpha = 1.08 | Tmax = 0.080039
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.100 | alpha = 1.18 | Tmax = 0.107154
 HL = 0.200 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.16 | Tmax = 0.314199
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.152943
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.15 | Tmax = 0.198899
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.14 | Tmax = 0.172994
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.030 | alpha = 1.40 | Tmax = 0.387891
 HL = 2.000 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 0.495636
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.28 | Tmax = 0.571078
 HL = 2.000 | t1//t0 = 210.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.492107
 HL = 10.000 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 2.505320
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.20 | Tmax = 0.460271
 HL = 18.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 4.015691
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.003 | alpha = 1.05 | Tmax = 0.126036
 HL = 2.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.23 | Tmax = 0.440036
 HL = 0.500 | t1//t0 = 12.000 | l1//l0 = 0.010 | alpha = 1.02 | Tmax = 0.187768
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.001 | alpha = 1.15 | Tmax = 0.081375
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.45 | Tmax = 0.074723
 HL = 10.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 1.978730
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 0.582975
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.30 | Tmax = 0.134019
 HL = 0.500 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.124422
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = 0.141948
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 0.085497
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.030 | alpha = 1.27 | Tmax = 0.106965
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = 0.227027
 HL = 0.500 | t1//t0 = 160.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.122474
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 1.484112
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.48 | Tmax = 0.126807
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.38 | Tmax = 0.274147
 HL = 7.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = 1.808060
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.39 | Tmax = 0.208797
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.030 | alpha = 1.55 | Tmax = 0.555514
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.32 | Tmax = 0.119351
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.43 | Tmax = 0.096687
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.36 | Tmax = 0.114269
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 0.339278
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 0.235398
 HL = 15.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 3.528326
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.38 | Tmax = 0.271086
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = 0.588600
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.39 | Tmax = 2.451758
 HL = 10.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.43 | Tmax = 2.455872
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.39 | Tmax = 0.485499
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 0.168943
 HL = 10.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = 0.957222
 HL = 5.000 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = 1.036155
 HL = 10.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = 2.145956
 HL = 18.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 3.609034
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 0.038771
 HL = 15.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 1.061962
 HL = 18.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = 4.124245
 HL = 15.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 3.592286
 HL = 7.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 0.460088
 HL = 18.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 2.944849
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = 1.636210
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = 0.037698
 HL = 7.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 0.022673
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.049875
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 0.542053
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 0.375736
 HL = 10.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 0.928582
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.569984
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.38 | Tmax = 0.304757
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.134959
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.002 | alpha = 1.37 | Tmax = 0.156244
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.09 | Tmax = 0.557784
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.24 | Tmax = 0.137958
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.20 | Tmax = 0.254366
 HL = 0.200 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = 0.234456
 HL = 0.500 | t1//t0 = 190.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.122543
 HL = 20.000 | t1//t0 = 150.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = 0.908473
 HL = 0.200 | t1//t0 = 160.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.288299
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.27 | Tmax = 0.183247
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.010 | alpha = 1.01 | Tmax = 0.162661
 HL = 15.000 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = 1.167820
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.030 | alpha = 1.05 | Tmax = 0.183834
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.010 | alpha = 1.16 | Tmax = 0.099418
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.005 | alpha = 1.12 | Tmax = 0.180677
 HL = 2.000 | t1//t0 = 180.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.467030
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.34 | Tmax = 0.110983
 HL = 5.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 1.101429
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.020 | alpha = 1.20 | Tmax = 0.079265
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.100 | alpha = 1.08 | Tmax = 0.147988
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.070 | alpha = 1.26 | Tmax = 0.079061
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.04 | Tmax = 0.186006
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.34 | Tmax = 1.190980
 HL = 0.500 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.12 | Tmax = 0.131439
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.001 | alpha = 1.04 | Tmax = 0.097006
 HL = 0.200 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.26 | Tmax = 0.334782
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.002 | alpha = 1.41 | Tmax = 0.083468
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.00 | Tmax = 0.305587
 HL = 1.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.165985
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 0.077996
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.36 | Tmax = 0.159718
 HL = 22.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 4.669935
 HL = 15.000 | t1//t0 = 150.000 | l1//l0 = 1.000 | alpha = 1.56 | Tmax = 0.285670
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.16 | Tmax = 0.550552
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.05 | Tmax = 0.523581
 HL = 28.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.54 | Tmax = 6.556628
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.122290
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.43 | Tmax = 1.559004
 HL = 0.500 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.40 | Tmax = 0.118676
 HL = 2.000 | t1//t0 = 210.000 | l1//l0 = 1.000 | alpha = 1.25 | Tmax = 0.424443
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.003 | alpha = 1.19 | Tmax = 0.116813
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.314844
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.21 | Tmax = 0.303652
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.04 | Tmax = 0.256241
 HL = 2.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.04 | Tmax = 0.542963
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.04 | Tmax = 0.245841
 HL = 0.500 | t1//t0 = 60.000 | l1//l0 = 0.500 | alpha = 1.03 | Tmax = 0.155502
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.050 | alpha = 1.17 | Tmax = 0.158668
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.005 | alpha = 1.42 | Tmax = 0.085045
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.010 | alpha = 1.25 | Tmax = 0.122203
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.002 | alpha = 1.14 | Tmax = 0.080232
 HL = 0.500 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.28 | Tmax = 0.128134
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.030 | alpha = 1.43 | Tmax = 0.133996
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 0.697008
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.27 | Tmax = 0.119712
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.48 | Tmax = 0.735254
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.007 | alpha = 1.41 | Tmax = 0.387902
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.050 | alpha = 1.17 | Tmax = 0.080383
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.149952
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.00 | Tmax = 0.373195
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.35 | Tmax = 0.095912
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 0.087456
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.002 | alpha = 1.09 | Tmax = 0.127531
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 0.700 | alpha = 1.09 | Tmax = 0.130451
 HL = 0.200 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.38 | Tmax = 0.178380
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.44 | Tmax = 0.506256
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.22 | Tmax = 0.401917
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.010 | alpha = 1.11 | Tmax = 0.277359
 HL = 2.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.31 | Tmax = 0.369863
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.19 | Tmax = 0.491807
 HL = 0.200 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.24 | Tmax = 0.151285
 HL = 0.500 | t1//t0 = 40.000 | l1//l0 = 0.500 | alpha = 1.35 | Tmax = 0.127283
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.40 | Tmax = 0.362270
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.14 | Tmax = 0.122375
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.47 | Tmax = 1.396299
